0	vod	hulu	0.22854931122731428	1
1	comcast	verizon	0.3023843106460989	0
2	stephens	goodman	0.2789010309721231	0
3	abc	nbc	0.24235447984290898	0
4	mercedes	honda	0.7434582683799443	0
5	htc	android	0.2050242483871426	1
6	reagan	gop	0.35068324058923145	1
7	rl	cag	0.2080443144481643	0
8	goodman	armstrong	0.3543975367707815	1
9	starbucks	pepsi	0.2073222340538161	1
10	hsbc	jpmorgan	0.3414059439543583	0
11	thomson	keller	0.3024419527148115	1
12	toyota	suv	0.2973459111841782	1
13	hyundai	volkswagen	0.5356647984604256	0
14	phillip	thomson	0.2741254272231233	1
15	volkswagen	honda	0.598168451199458	0
16	gmc	toyota	0.29360069496459124	0
17	nba	knicks	0.4003341206720558	1
18	gamestop	activision	0.48992921679059814	1
19	opel	volvo	0.36676244222040455	0
20	tcl	idc	0.21465732149056002	1
21	eminem	metallica	0.3383049589864823	1
22	nissan	mercedes	0.8389174252399892	0
23	hyundai	benz	0.4789480980832696	0
24	hsbc	lehman	0.2964889860538016	0
25	verizon	qwest	0.48517333104256166	0
26	oled	lenovo	0.2028023571071255	1
27	microsoft	vmware	0.7182029338794741	1
28	porsche	honda	0.577656314725688	0
29	gmc	mazda	0.3681713416794202	0
30	fda	nhs	0.35601902985252004	1
31	hyundai	gmc	0.26919121891553327	0
32	williams	patterson	0.3810759680186304	1
33	motorola	qualcomm	0.42666954585219063	1
34	nokia	toshiba	0.21142586401070523	0
35	gt	cme	0.2317026599175359	1
36	fsa	jpmorgan	0.34709655176193016	1
37	mcdonald	williams	0.22601120301793023	1
38	mercedes	ferrari	0.5410547635973594	0
39	dow	dxy	0.31248332283504804	1
40	jb	leo	0.20000645515021195	1
41	mazda	honda	0.6950428670674258	0
42	nissan	chrysler	0.4853135590875802	0
43	kkr	jpmorgan	0.2646544774883061	0
44	verizon	earthlink	0.4058400759090879	0
45	chk	abl	0.23886450529002737	1
46	meredith	baxter	0.2552710369778256	1
47	toyota	chevrolet	0.21481349240179834	0
48	symantec	os	0.3297643687440875	1
49	volkswagen	ford	0.31430562730292516	0
50	sto	lear	0.20272714059774466	1
51	asus	lenovo	0.30751900992509684	0
52	nfl	afc	0.20539036293297383	1
53	safeway	walmart	0.3486679950186554	0
54	toyota	subaru	0.5830707810758239	0
55	sony	netflix	0.43141214531807354	1
56	acer	lenovo	0.2595181425233224	0
57	clemson	ucla	0.39051795367531944	0
58	mcdonald	thomson	0.20124130682296265	1
59	stephens	armstrong	0.2550628426991421	1
60	twitter	facebook	0.2028265306895628	0
61	hyundai	opel	0.3613587111464557	0
62	toyota	bmw	0.5620591104524548	0
63	vw	chrysler	0.4817493326240951	0
64	goldman	citigroup	0.29237164147051403	0
65	nokia	philips	0.20010177157365047	0
66	motorola	nokia	0.5109933026097787	0
67	volkswagen	chevrolet	0.21002148214166022	0
68	acer	qualcomm	0.26297821350804496	1
69	porsche	bmw	0.5594078748768992	0
70	robbins	mcdonald	0.20042760717023494	1
71	princeton	asu	0.3379346633630106	0
72	playstation	nintendo	0.6950911905523228	0
73	toyota	volvo	0.5848614133488724	0
74	davies	thomson	0.20300837030779126	1
75	lexus	bmw	0.42713119225363805	0
76	goldman	jpmorgan	0.2230344751547915	0
77	chrysler	subaru	0.4864031046553663	0
78	mercedes	toyota	0.6784543676013743	0
79	msft	qualcomm	0.2246699424927219	1
80	sony	philips	0.32351940585834726	0
81	princeton	harvard	0.4143228927874494	0
82	bmw	chrysler	0.4353302076517984	0
83	goodyear	nissan	0.29532109992863703	1
84	barclays	fsa	0.38729694375551105	1
85	osu	ucla	0.36213669399981263	0
86	bmw	mitsubishi	0.5976550959468453	0
87	opel	mazda	0.34196890147928877	0
88	dk	thomson	0.2045619018816436	1
89	sony	sega	0.278950755474555	1
90	imf	citigroup	0.2964929064376449	1
91	gmc	chevrolet	0.23202686105305378	0
92	thomson	jd	0.30112804286396644	1
93	porsche	benz	0.4444638881419175	0
94	hyundai	vw	0.6245798887054242	0
95	nokia	qualcomm	0.33398033095812935	1
96	jayson	thomson	0.3030448718655884	1
97	starbucks	walmart	0.24310937982269515	1
98	xbox	madden	0.33425435291711747	1
99	tsb	goldman	0.21300890723444682	0
100	vodafone	ericsson	0.22802462051059016	1
101	mavs	nba	0.35548016890183726	1
102	gps	samsung	0.20509932064679243	1
103	goldman	lehman	0.29774524192939067	0
104	walgreens	fda	0.38380901570830295	1
105	cbs	hbo	0.2667242951941355	0
106	panasonic	samsung	0.28216005631092245	0
107	cme	thomson	0.20524930592459673	1
108	thomson	carlson	0.2006665058136979	1
109	phillips	murphy	0.3582859253750552	1
110	orbitz	expedia	0.2930242457163377	0
111	volkswagen	bmw	0.551263438351152	0
112	vw	lexus	0.4712190976659816	0
113	toyota	porsche	0.4874453661180987	0
114	ecb	jpmorgan	0.21653809736250584	1
115	leukemia	sarcoma	0.23583838922238812	0
116	benz	subaru	0.4718155321070971	0
117	tivo	sony	0.22013992083224673	0
118	revit	autodesk	0.5089360490169208	1
119	goodyear	chrysler	0.22161065530838525	1
120	davies	dixon	0.24894181964587705	1
121	willis	keller	0.32550558570929344	1
122	volkswagen	volvo	0.6684716602238054	0
123	costco	walmart	0.21780923376519062	0
124	hsbc	bloomberg	0.20759121080851758	0
125	toyota	mitsubishi	0.5045976455108483	0
126	fedex	bayer	0.22542397842807554	1
127	audi	hyundai	0.29823368764986724	0
128	goldman	cnbc	0.3106935707784208	0
129	bmw	subaru	0.5782890915630929	0
130	citigroup	cnbc	0.31683270278692033	0
131	gamestop	madden	0.3333001473944069	1
132	goldman	bloomberg	0.2600120470301686	0
133	kkr	citi	0.24447767774415496	0
134	nissan	renault	0.20723709258326317	0
135	panasonic	toshiba	0.27970379889249153	0
136	xbox	nintendo	0.6029562873142186	0
137	gamestop	netflix	0.31233448783548284	1
138	bloomberg	cnbc	0.25775001840856504	0
139	cartier	dior	0.3586827463471659	0
140	nissan	lexus	0.4547109070486436	0
141	hsbc	goldman	0.24748386164766398	0
142	reynolds	myers	0.3519628348401934	1
143	nissan	porsche	0.555085742909726	0
144	volkswagen	ferrari	0.46790709956918075	0
145	toyota	yamaha	0.34321237777414165	1
146	ubs	citi	0.31853063858805275	0
147	verizon	samsung	0.3693748646843153	1
148	goldman	citi	0.29474102280610803	0
149	opel	mitsubishi	0.36780215231466057	0
150	nissan	benz	0.5249828014779491	0
151	qualcomm	samsung	0.25304236852765216	1
152	mitsubishi	chrysler	0.43068077510976754	0
153	nissan	volvo	0.7259602767124357	0
154	sony	samsung	0.2124153570012793	0
155	panasonic	motorola	0.23205294797938314	0
156	sony	playstation	0.4226587286752986	1
157	xbox	playstation	0.5692412261701082	0
158	htc	motorola	0.44716576261177954	0
159	fsa	hsbc	0.3060938342072627	1
160	fedex	usps	0.440339170902732	0
161	bmw	honda	0.6767166852161326	0
162	walgreens	merck	0.5418646996780582	1
163	garmin	sony	0.2883218908401702	1
164	verizon	nokia	0.2173378513829089	1
165	activision	playstation	0.4379274894882015	1
166	walgreens	costco	0.2051713538319089	0
